,en_name,cn_name,link
71,Changqingshu Area,常青樹AREA,nanjing/cqsarea.htm
72,Chaojimali,超級瑪麗,nanjing/chaojimali.htm
73,Chenzhong,沈重,nanjing/chenzhong.htm
74,Chibangtiantang,翅膀天堂,nanjing/chibangtiantang.htm
75,Children of flames,Children of flames,nanjing/cof.htm
76,Chongjibo,衝撃波,nanjing/chongjibo.htm
77,Chongwu shangdian,登陸日,nanjing/cwsd.htm
78,Circle,CIRCLE,nanjing/circle.htm
79,Clover,CLOVER,nanjing/clover.htm
80,CMCICI,CMCICI,nanjing/cmcici.htm
81,Cocu,COCU,nanjing/cocu.htm
82,Crack,CRACK,nanjing/crack.htm
83,Crescent,CRESCENT,nanjing/crescent.htm
84,Cycle,CYCLE,nanjing/cycle.htm
85,Daiding,待定,nanjing/daiding.htm
86,Dansheng,誕生,nanjing/dansheng.htm
87,Danshengdao,單聲道,nanjing/danshengdao.htm
88,Daocaoren,稲草人,nanjing/daocaoren.htm
89,Dein,DEIN,nanjing/dein.htm
90,Demo,DEMO,nanjing/demo.htm
91,Dianju kuangren,電鋸狂人,nanjing/dianjukuangren.htm
92,Di2tiankong,第二天空,nanjing/di2tiankong.htm
93,Din,DIN,nanjing/din.htm
94,Diqiu zhi zi,地球之子,nanjing/diqiuzhizi.htm
95,Distance/Juli,距離,nanjing/juli.htm
96,Dizhu,地主,nanjing/dizhu.htm
97,Dongti,胴體,nanjing/dongti.htm
98,Dongxue,洞穴,nanjing/dongxue.htm
99,Dongzhi,冬至,nanjing/dongzhi.htm
100,D3IN,D3IN,nanjing/d3in.htm
101,DSgongshe,DS公社,nanjing/dsgongshe.htm
102,Duanchi feiqi,幻覺之旅,nanjing/huanjuezhilu.htm
103,Duoyuansu,多元素,nanjing/duoyuansu.htm
104,Easy,EASY,nanjing/easy.htm
105,Earthquake,EARTHQUAKE,nanjing/earthquake.htm
106,Echo,ECHO,nanjing/echo.htm
107,Eddy,EDDY,nanjing/eddy.htm
108,8 eye spy/Bayanjiandie,八眼間諜/8 eye spy,nanjing/8eyespy.htm
109,emptymailbox@lonely.days,emptymailbox@lonely.days,nanjing/emptymailbox.htm
110,Empyire/Diguo,帝國,nanjing/diguo.htm
111,Ershibadu,28度,nanjing/28du.htm
112,Ershiwu,25,nanjing/25.htm
113,Ershou,二手,nanjing/ershou.htm
114,Esc,ESC,nanjing/esc.htm
115,"Eternal Flames/Yongheng
        de huoyan",永恆的火焔,nanjing/eternalflames.htm
116,Fading Horizon,FADING HORIZON,nanjing/fadinghorizon.htm
117,Fangfei,放飛,nanjing/fangfei.htm
118,Fangting,芳汀,nanjing/fangting.htm
119,Fanqie,番茄,nanjing/fanqie.htm
120,Favored Nation,FAVORED NATION,nanjing/favorednation.htm
121,Feitengbianyuan,沸騰邊縁,nanjing/feitianbianyuan.htm
122,Feiyang,飛揚,nanjing/feiyang.htm
123,Feiyu,飛魚,nanjing/feiyu.htm
124,Fengkuangjiari,瘋狂假日,nanjing/fengkuangjiari.htm
125,"Fensuixing de
        naoshenjing",紛碎性的腦神經,nanjing/naoshenjing.htm
126,f99,f99,nanjing/f99.htm
127,Foe,FOE,nanjing/foe.htm
128,Fouryears,FOURYEARS,nanjing/fouryears.htm
129,"From The Red/Red
        Spreading/Hongsemanyan",紅色蔓延,nanjing/hsmy.htm
130,"Frozen
        Street/Lengdongjie",冷凍街,nanjing/lengdongjie.htm
131,Gaoyigao,[才高]一[才高],nanjing/gaoyigao.htm
132,Geshihua,格式化,nanjing/geshihua.htm
133,Glasses,GLASSES,nanjing/glasses.htm
134,Good Luck Good Bye/GLGB,GOOD LUCK GOOD BYE/GLGB,nanjing/glgb.htm
135,Gounucui,狗奴才,nanjing/gounucai.htm
136,Grayhouse,116,nanjing/grayhouse.htm
137,Great Cock/Daweibaji,大尾巴鶏,nanjing/daweibaji.htm
138,Green Hat,GREEN HAT,nanjing/greenhat.htm
139,Haizi,孩子,nanjing/haizi.htm
140,Happyrock,HAPPYROCK,nanjing/happyrock.htm
141,Hedinghong,鶴頂紅,nanjing/hedinghong.htm
142,Heian,黒暗,nanjing/heian.htm
143,Heianwuzhi,暗黒物質,nanjing/heianwuzhi.htm
144,Heibai,黒白,nanjing/heibai.htm
145,Heidong,黒洞,nanjing/heidong.htm
146,Heiqishi,黒騎士,nanjing/heiqishi.htm
147,Hell's Back,Hell's Back,nanjing/hellsback.htm
148,Hezi,核子,nanjing/hezi.htm
149,Hongqiang,紅墻,nanjing/hongqiang.htm
150,Hookah,HOOKAH,nanjing/hookah.htm
151,HOTe/Haote,浩特,nanjing/haote.htm
152,Houniangyang de haizi,後娘養的孩子,nanjing/hnydhz.htm
153,Huabanguowang,滑板國王,nanjing/huabanguowang.htm
154,Huimie zhi ri,毀滅之日,nanjing/huimiezhiri.htm
155,Huisefangjian,灰色房間,nanjing/hsfj.htm
156,Huisejiqi,灰色機器,nanjing/huisejiqi.htm
157,Huisheng,回聲,nanjing/huisheng.htm
158,Huiyin,回音,nanjing/huiyin.htm
159,Hunters,HUNTERS,nanjing/hunters.htm
160,Huoshi,火石,nanjing/huoshi.htm
161,Huozu,火足,nanjing/huozu.htm
162,Idylle Grise,Idylle Grise,nanjing/idyllegrise.htm
163,Imagine,IMAGINE,nanjing/imagine.htm
164,Industrialrecite/,英水帝江,nanjing/ygdj.htm
165,Jidi77,極地77,nanjing/jidi77.htm
166,Jiguang,極光,nanjing/jiguang.htm
167,Jindichuanshuo,禁地傳説,nanjing/jindichuanshuo.htm
168,Jingzhetuteng,驚蟄圖騰,nanjing/jingzhetuteng.htm
169,Jinhua,進化,nanjing/jinhua.htm
170,Jinji,禁忌,nanjing/jinji.htm
171,Jisu,急速,nanjing/jisu.htm
172,Jiuyueshisi,九月十四,nanjing/914.htm
173,Jixieturang,機械土壤,nanjing/jixieturang.htm
174,J.J.Romeo.,J.J.Romeo.,nanjing/jjromeo.htm
175,Joystick,JOYSTICK,nanjing/joystick.htm
176,July 16th/7yue16,七月十六,nanjing/7yue16.htm
177,Juzipi,橘子皮,nanjing/juzipi.htm
178,Kaliening,ka列寧,nanjing/kaliening.htm
179,Kexueguaitai,科學怪胎,nanjing/kexueguaitai.htm
180,King,king,nanjing/king.htm
181,Kongbai,空白,nanjing/kongbai.htm
182,Kongxijingbao,空襲警報,nanjing/kongxijingbao.htm
183,Krash Seven,KRASH SEVEN,nanjing/krashseven.htm
184,Laoshumeimei,老鼠妹妹,nanjing/laoshumeimei.htm
185,Lengji,冷撃,nanjing/lengji.htm
186,Let's,LET'S,nanjing/lets.htm
187,Libaiqi,礼拝七,nanjing/libaiqi.htm
188,0,0,nanjing/0.htm
189,Lingduqingchen,零度清晨,nanjing/ldqc.htm
190,Linle,麟樂,nanjing/linle.htm
191,Liuyuekongjian,六月空間,nanjing/liuyuekongjian.htm
192,Liuzhi,六指,nanjing/liuzhi.htm
193,Locket,LOCKET,nanjing/locket.htm
194,Lothbirthday,Lothbirthday,nanjing/lotbirthday.htm
195,LSD,LSD,nanjing/lsd.htm
196,Luancaocong,亂草叢,nanjing/luancaocong.htm
197,Maiya,麥芽,nanjing/maiya.htm
198,Maomaochong,毛毛蟲,nanjing/maomaochong.htm
199,Mayi,［虫馬］蟻,nanjing/mayi.htm
200,MC pingfang,MC平方,nanjing/mcpingfang.htm
201,Melody,MELODY,nanjing/melody.htm
202,Mengyuan,夢圓,nanjing/mengyuan.htm
203,Micoo/Miku,迷庫,nanjing/miku.htm
204,Milkcab,Milkcab,nanjing/milkcab.htm
205,Mimihuayuan,秘密花園,nanjing/mimihuayuan.htm
206,Miner3,MINER3,nanjing/miner3.htm
207,Mind ripper,MIND RIPPER,nanjing/mindripper.htm
208,Mixture/Hunhewu,混合物,nanjing/hunhewu.htm
209,Mofangdaxia,魔方大厦,nanjing/mofangdaxia.htm
210,Mojing,魔境,nanjing/mojing.htm
211,Moon,MOON,nanjing/moon.htm
212,M7,M7,nanjing/m7.htm
213,Mｒ.Bones,Mr.Bones,nanjing/mrbones.htm
214,Mr Coma&Psycho Deer,Mr Coma&Psycho Deer,nanjing/mrcomapsychodeer.htm
215,Mr.Pig,Mr.Pig,nanjing/mrpig.htm
216,New Vision,NEW VISION,nanjing/newvision.htm
217,Niuhuangwan,牛黄丸,nanjing/niuhuangwan.htm
218,Niuwawa,丑娃娃,nanjing/niuwawa.htm
219,Noise Booster/Zaoyintuijinqi,噪音推進器,nanjing/zaoyintuijinqi.htm
220,Nugget/Ronghe,熔核,nanjing/nugget.htm
221,Old doll,OLD DOLL,nanjing/olddoll.htm
222,ONZE,ONZE,nanjing/onze.htm
223,Out Of Order,OUT OF ORDER,nanjing/outoforder.htm
224,Overdose,OVERDOSE,nanjing/overdose.htm
225,Paradise,PARADISE,nanjing/paradise.htm
226,Paxing,爬行,nanjing/paxing.htm
227,Piaolingniao,飄零鳥,nanjing/piaolingniao.htm
228,Pieces,PIECES,nanjing/pieces.htm
229,Pigface,PIGFACE,nanjing/pigface.htm
230,Pk14/The Pk14,PK14,nanjing/pk14.htm
231,Plastic,PLASTIC,nanjing/plastic.htm
232,Postal,POSTAL,nanjing/postal.htm
233,Punkhead,PUNKHEAD,nanjing/punkhead.htm
234,Punk School,PUNK SCHOOL,nanjing/punkschool.htm
235,7/Qi,7,nanjing/7.htm
236,Qianfu,潜伏,nanjing/qianfu.htm
237,Qiang,墻,nanjing/qiang.htm
238,Qiaokelifangzi,巧克力房子,nanjing/qiaokelifangzi.htm
239,Qiba dian/78dian,七八點,nanjing/78dian.htm
240,Qiji,騏驥,nanjing/qiji.htm
241,Qingxing,清醒,nanjing/qingxing.htm
242,Qinyong,秦俑,nanjing/qinyong.htm
243,77,77,nanjing/77.htm
244,77zu,77組,nanjing/77zu.htm
245,Quan-Tanhua,蜷-曇花,nanjing/quantanhua.htm
246,Quanyuzhe shibahao,痊愈者十八號,nanjing/quanyu18.htm
247,Quetuie,que腿鵝,nanjing/quetuie.htm
248,Ranseti,染色體,nanjing/ranseti.htm
249,Rays,RAYS,nanjing/rays.htm
250,Reason,REASON,nanjing/reason.htm
251,Regou,熱狗,nanjing/regou.htm
252,Resurrection/Fuhuo,復活,nanjing/fuhuo.htm
253,Rivers,RIVERS,nanjing/rivers.htm
254,Romi-Sync,Romi-Sync,nanjing/romisync.htm
255,Ronghe,融合,nanjing/ronghe.htm
256,Run12,閏12,nanjing/run12.htm
257,Sailulu,賽露露,nanjing/sailulu.htm
258,Salvation Of Destruction,毀滅救贖,nanjing/huimiejiushu.htm
259,Sanlouhouzuo,三樓後座,nanjing/sanlouhouzuo.htm
260,Sanxiong,散雄,nanjing/sanxiong.htm
261,Sanyisan,313,nanjing/313.htm
262,Saturday Life,Saturday Life,nanjing/saturdaylife.htm
263,Scan,SCAN,nanjing/scan.htm
264,Scar Sailer,SCAR SAILER,nanjing/scarsailer.htm
265,Sea Green,SEA GREEN,nanjing/seagreen.htm
266,Season,SEASON,nanjing/season.htm
267,Shachen,沙塵,nanjing/shachen.htm
268,Shadow/Yingzi,影子,nanjing/yingzi.htm
269,Shaking5,SHAKING5,nanjing/shaking5.htm
270,Shanhuchong,珊瑚蟲,nanjing/shanhuchong.htm
271,Shengjiaotang,聖教堂,nanjing/shengjiaotang.htm
272,Shikong,失控,nanjing/shikong.htm
273,Shishangnan,時尚男,nanjing/shishangnan.htm
274,Shuifenzi,水分子,nanjing/shuifenzi.htm
275,Siri,死日,nanjing/siri.htm
276,S.I.V.A,S.I.V.A,nanjing/siva.htm
277,Sniper,SNIPER,nanjing/sniper.htm
278,Spark Plug/Huohuasai,SPARK PLUG/火花塞,nanjing/sparkplug.htm
279,Spider/Zhizhu,蜘蛛,nanjing/zhizhu.htm
280,Stoned Angel,STONED ANGEL,nanjing/stonedangel.htm
281,STOP,STOP,nanjing/stop.htm
282,suckin' stick,suckin' stick,nanjing/suckin.htm
283,Sun Glasses,Sun Glasses,nanjing/sunglasses.htm
284,Sunshine,SUNSHINE,nanjing/sunshine.htm
285,"Super
        Farmers/Chaojinongmin",超級農民,nanjing/chaojinongmin.htm
286,Taboo,Taboo,nanjing/taboo.htm
287,Taiji,胎記,nanjing/taiji.htm
288,Tech tech no no no,Tech tech no no no,nanjing/ttnnn.htm
289,The Backyard,The Backyard,nanjing/thebackyard.htm
290,The Emotional,The Emotional,nanjing/te.htm
291,The Emotional Noise,The Emotional Noise,nanjing/ten.htm
292,The Gash,THE GASH,nanjing/thegash.htm
293,the lost pillow,the lost pillow,nanjing/thelostpillow.htm
294,The Shy Tall Mighty,The Shy Tall Mighty,nanjing/tstm.htm
295,The Under Wall,The Under Wall,nanjing/theunderwall.htm
296,The Voice,THE VOICE,nanjing/thevoice.htm
297,The Waster,THE WASTER,nanjing/waster.htm
298,This,THIS,nanjing/this.htm
299,Tiantang nuzi,天堂女子,nanjing/tiantangnuzi.htm
300,Tianzang,天葬,nanjing/tianzang.htm
301,Tiepifangzi,鐵皮房子,nanjing/tiepifangzi.htm
302,Tiger Tiger Tiger,TIGER TIGER TIGER,nanjing/tigertigertiger.htm
303,Time in muscat,TIME IN MUSCAT,nanjing/tim.htm
304,TNT,TNT,nanjing/tnt.htm
305,T.O.F,T.O.F,nanjing/tof.htm
306,Toheal,Toheal,nanjing/toheal.htm
307,Tomato/Xihongshi,西紅柿,nanjing/xihongshi.htm
308,V-Day,V-DAY,nanjing/vday.htm
309,Wanglingxuqu,亡靈序曲,nanjing/wlxq.htm
310,Wanrenkeng,萬人坑,nanjing/wangrenkeng.htm
311,Wangzheguilai,王者歸来,nanjing/wzgl.htm
312,Warcore,WARCORE,nanjing/warcore.htm
313,Wazi,wa子,nanjing/wazi.htm
314,Wei.I.P,僞.I.P,nanjing/weiip.htm
315,Weilei,味蕾,nanjing/weilei.htm
316,Wing,WING,nanjing/wing.htm
317,Wudufeidian,五度沸點,nanjing/5dufeidian.htm
318,502,502,nanjing/502.htm
319,Wushi,巫師,nanjing/wushi.htm
320,Wusi,五四,nanjing/wusi.htm
321,Wuya,烏鴉,nanjing/wuya.htm
322,Wuyanxia,屋檐下,nanjing/wuyanxia.htm
323,Wuyue,五月,nanjing/5yue.htm
324,Xi,西,nanjing/xi.htm
325,Xiangpi Shiguan,橡皮試管,nanjing/xiangpishiguan.htm
326,Xiangpitang,橡皮糖,nanjing/xiangpitang.htm
327,Xingfu de zidan,幸福的子彈,nanjing/xingfudezidan.htm
328,Xinghaoqi,信號旗,nanjing/xinghaoqi.htm
329,Xingyuan,行遠,nanjing/xingyuan.htm
330,Xiumu,朽木,nanjing/xiumu.htm
331,Xuxian,續弦,nanjing/xuxian.htm
332,Yangshengqi,揚聲器,nanjing/yangshengqi.htm
333,Yanse,顔色,nanjing/yanse.htm
334,Yansheng,衍生,nanjing/yansheng.htm
335,Yaobai de yezi,揺擺的椰子,nanjing/yaobaideyezi.htm
336,Yelang,野狼,nanjing/yelang.htm
337,1+2/Yi jia Er,1+2,nanjing/1jia2.htm
338,Yijiuerqi,1927,nanjing/1927.htm
339,Yinji,陰極,nanjing/yinji.htm
340,Yinqing,引ﾌ,nanjing/yinqing.htm
341,Yongshi,勇士,nanjing/yongshi.htm
342,Youse Jinshu,有色金屬,nanjing/yousejinshu.htm
343,Youyuhaitong,憂郁孩童,nanjing/youyuhaitong.htm
344,Yuanzi,原子,nanjing/yuanzi.htm
345,Zaoyinfu,噪音符,nanjing/zaoyinfu.htm
346,Zaphie,Zaphie,nanjing/zaphie.htm
347,Zc,ZC,nanjing/zc.htm
348,Zero,ZERO,nanjing/zero.htm
349,Zhifengche,紙風車,nanjing/zhifengche.htm
350,Ziwu,子午,nanjing/ziwu.htm
351,Ziyou,自由,nanjing/ziyou.htm
352,Zuji,足迹,nanjing/zuji.htm
353,Zuosi,左四,nanjing/zuosi.htm
